row_id,appendix_table,pdf_pages,source_group,descriptive_name,author_market_code,exchange,currency,multiplier,first_source_year,lane_class,provider_mapping_status,local_contract_identity_status,market_data_readiness_status,substitution_policy,production_use_status
APPENDIX_C_180_004,180,694,Cross and EM FX futures,USD/Offshore CNH,UC,SGX,CNH,100000,2013,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_180_005,180,694,Cross and EM FX futures,INR/USD,SIR,GLOBEX,USD,5000000,2015,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_180_006,180,694,Cross and EM FX futures,MXP/USD,MXP,GLOBEX,USD,500000,1995,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_180_007,180,694,Cross and EM FX futures,RUR/USD,RUR,GLOBEX,USD,2500000,2003,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_180_008,180,694,Cross and EM FX futures,USD/SGD,SND,SGX,SGD,100000,2020,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_181_001,181,694,Metal and crypto futures,Aluminium,ALI,NYMEX,USD,25,2019,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_181_002,181,694,Metal and crypto futures,Copper,HG,NYMEX,USD,25000,1995,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_181_003,181,694,Metal and crypto futures,Gold (micro),MGC,NYMEX,USD,10,1975,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_181_004,181,694,Metal and crypto futures,Iron,SCI,SGX,USD,100,2014,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_181_005,181,694,Metal and crypto futures,Palladium,PA,NYMEX,USD,100,1977,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_181_006,181,694,Metal and crypto futures,Platinum,PL,NYMEX,USD,50,1970,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_181_007,181,694,Metal and crypto futures,Silver,SI,NYMEX,USD,1000,1970,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_181_008,181,694,Metal and crypto futures,Bitcoin (micro),MBT,CME,USD,0.1,2017,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_181_009,181,694,Metal and crypto futures,Ethereum,ETHUSDRR,CME,USD,50,2012,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_182_001,182,695,Energy futures,Brent Crude last day,BZ,NYMEX,USD,1000,2020,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_182_002,182,695,Energy futures,WTI Crude (mini),QM,NYMEX,USD,500,1988,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_182_003,182,695,Energy futures,Gas last day,HH,NYMEX,USD,10000,2006,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_182_004,182,695,Energy futures,Gasoline,RB,NYMEX,USD,42000,1985,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_182_005,182,695,Energy futures,Henry Hub Gas (mini),QG,NYMEX,USD,2500,1990,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_182_006,182,695,Energy futures,Heating Oil,HO,NYMEX,USD,42000,1980,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_001,183,695,Agricultural futures,Bloomberg Commodity,AIGCI,ECBOT,USD,100,2006,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
APPENDIX_C_183_002,183,695,Agricultural futures,Cheese,CSC,GLOBEX,USD,20000,2010,SOURCE_NATIVE_FUTURES,UNRESOLVED,UNRESOLVED,CLOSED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NOT_AUTHORIZED
