row_id,appendix_table,source_group,descriptive_name,author_market_code,appendix_exchange,appendix_currency,appendix_multiplier,post_alias_provider_status,databento_dataset,continuous_symbol_candidate,provider_metadata_safe_window_start,provider_metadata_safe_window_end,symbology_status,selected_instrument_id,selected_dated_raw_symbol,definition_status,provider_exchange,provider_currency,provider_group,provider_asset,security_type,instrument_class,activation,expiration,maturity_year,maturity_month,maturity_day,unit_of_measure,unit_of_measure_qty,min_price_increment,min_price_increment_amount,contract_multiplier,exchange_normalization_status,currency_normalization_status,multiplier_semantics_status,active_listed_status_as_of_provider_metadata_window,dated_contract_selection_status,contract_identity_static_result,next_required_gate,market_row_access_status,ohlcv_download_authorized,strategy_use_status,substitution_policy,notes
APPENDIX_C_173_001,173,Other bond and interest rate futures,10-year French (OAT),OAT,DTB,EUR,1000,DATABENTO_ALIAS_STATIC_MAPPING_RESOLVED_NOT_DATA_READY,XEUR.EOBI,FOAT.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,33,FOAT SI 20260608 PS,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XEUR,EUR,XEUR,FOAT,FUT,F,,2026-06-08T00:00:00Z,2026,6,255,,1,0.01,10,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_173_002,173,Other bond and interest rate futures,2-year German (Schatz),GBS,DTB,EUR,1000,DATABENTO_ALIAS_STATIC_MAPPING_RESOLVED_NOT_DATA_READY,XEUR.EOBI,FGBS.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,24,FGBS SI 20260608 PS,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XEUR,EUR,XEUR,FGBS,FUT,F,,2026-06-08T00:00:00Z,2026,6,255,,1,0.005,5,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_173_003,173,Other bond and interest rate futures,5-year German (Bobl),GBM,DTB,EUR,1000,DATABENTO_ALIAS_STATIC_MAPPING_RESOLVED_NOT_DATA_READY,XEUR.EOBI,FGBM.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,21,FGBM SI 20260608 PS,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XEUR,EUR,XEUR,FGBM,FUT,F,,2026-06-08T00:00:00Z,2026,6,255,,1,0.01,10,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_173_004,173,Other bond and interest rate futures,10-year German (Bund),GBL,DTB,EUR,1000,DATABENTO_EXACT_METADATA_CANDIDATE_NOT_DATA_READY,IFLL.IMPACT,GBL.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,5087224,GBL EX!,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,IFLO,EUR,,GBL,FUT,F,,,2026,5,27,share,1,0.0001,,2147483647,REVIEW_REQUIRED_EXCHANGE_NORMALIZATION_CONFLICT,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_EXCHANGE_NORMALIZATION_CONFLICT; REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_173_005,173,Other bond and interest rate futures,20-year German (Buxl),GBX,DTB,EUR,1000,DATABENTO_ALIAS_STATIC_MAPPING_RESOLVED_NOT_DATA_READY,XEUR.EOBI,FGBX.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,27,FGBX SI 20260608 PS,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XEUR,EUR,XEUR,FGBX,FUT,F,,2026-06-08T00:00:00Z,2026,6,255,,1,0.02,20,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_173_006,173,Other bond and interest rate futures,3-year Italian (BTP),BTS,DTB,EUR,1000,DATABENTO_ALIAS_STATIC_MAPPING_RESOLVED_NOT_DATA_READY,XEUR.EOBI,FBTS.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,15,FBTS SI 20260608 PS,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XEUR,EUR,XEUR,FBTS,FUT,F,,2026-06-08T00:00:00Z,2026,6,255,,1,0.005,5,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_173_007,173,Other bond and interest rate futures,10-year Italian (BTP),BTP,DTB,EUR,1000,DATABENTO_ALIAS_STATIC_MAPPING_RESOLVED_NOT_DATA_READY,XEUR.EOBI,FBTP.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,12,FBTP SI 20260608 PS,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XEUR,EUR,XEUR,FBTP,FUT,F,,2026-06-08T00:00:00Z,2026,6,255,,1,0.01,10,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_173_008,173,Other bond and interest rate futures,10-year Japanese (JGB),JGB,Osaka,JPY,1000000,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_173_009,173,Other bond and interest rate futures,3-year Korea,3KTB,Korea,KRW,1000000,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_173_010,173,Other bond and interest rate futures,10-year Korea,FLKTB,Korea,KRW,1000000,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_173_011,173,Other bond and interest rate futures,10-year Spanish (Bono),FBON,DTB,EUR,1000,DATABENTO_EXACT_METADATA_CANDIDATE_NOT_DATA_READY,XEUR.EOBI,FBON.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,6,FBON SI 20260608 PS,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XEUR,EUR,XEUR,FBON,FUT,F,,2026-06-08T00:00:00Z,2026,6,255,,1,0.01,10,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY,REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_DATED_CONTRACT_SELECTED_BUT_CONTRACT_IDENTITY_REQUIRES_REVIEW_OR_FAIL_CLOSED,CONTRACT_IDENTITY_REVIEW_OR_PRODUCT_SPEC_RECONCILIATION_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,REVIEW_REQUIRED_APPENDIX_MULTIPLIER_DIFFERS_FROM_DATABENTO_UNIT_QTY; REVIEW_REQUIRED_ACTIVE_LISTED_FIELDS_INCOMPLETE
APPENDIX_C_174_001,174,US equity index futures,Dow Jones industrial (micro),MYM,ECBOT,USD,0.5,DATABENTO_EXACT_METADATA_CANDIDATE_NOT_DATA_READY,GLBX.MDP3,MYM.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,42002662,MYMM6,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XCBT,USD,YM,MYM,FUT,F,2025-06-20T13:30:00Z,2026-06-18T13:30:00Z,2026,6,255,IPNT,0.5,1,0.5,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,PASS_APPENDIX_MULTIPLIER_MATCHES_DATABENTO_CONTRACT_FIELD,PASS_ACTIVE_LISTED_AT_PROVIDER_METADATA_ASOF_FROM_DATABENTO_DEFINITION,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_CONTRACT_IDENTITY_AND_DATED_CONTRACT_SELECTED_NOT_MARKET_READY,SESSION_ROLL_PROVIDER_CONDITION_AND_DATA_INTAKE_SHAPE_GATE_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Provider definition and continuous-front symbology selected a dated contract; still not OHLCV/data-ready.
APPENDIX_C_174_002,174,US equity index futures,Nasdaq (micro),MNQ,GLOBEX,USD,2,DATABENTO_EXACT_METADATA_CANDIDATE_NOT_DATA_READY,GLBX.MDP3,MNQ.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,42004936,MNQM6,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XCME,USD,NQ,MNQ,FUT,F,2025-03-21T13:30:00Z,2026-06-18T13:30:00Z,2026,6,255,IPNT,2,0.25,0.005,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,PASS_APPENDIX_MULTIPLIER_MATCHES_DATABENTO_CONTRACT_FIELD,PASS_ACTIVE_LISTED_AT_PROVIDER_METADATA_ASOF_FROM_DATABENTO_DEFINITION,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_CONTRACT_IDENTITY_AND_DATED_CONTRACT_SELECTED_NOT_MARKET_READY,SESSION_ROLL_PROVIDER_CONDITION_AND_DATA_INTAKE_SHAPE_GATE_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Provider definition and continuous-front symbology selected a dated contract; still not OHLCV/data-ready.
APPENDIX_C_174_003,174,US equity index futures,Russell 1000 Value,RSV,GLOBEX,USD,50,DATABENTO_EXACT_METADATA_CANDIDATE_NOT_DATA_READY,GLBX.MDP3,RSV.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,42005727,RSVM6,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XCME,USD,RV,RSV,FUT,F,2025-03-21T21:30:00Z,2026-06-18T13:30:00Z,2026,6,255,IPNT,50,0.1,0.05,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,PASS_APPENDIX_MULTIPLIER_MATCHES_DATABENTO_CONTRACT_FIELD,PASS_ACTIVE_LISTED_AT_PROVIDER_METADATA_ASOF_FROM_DATABENTO_DEFINITION,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_CONTRACT_IDENTITY_AND_DATED_CONTRACT_SELECTED_NOT_MARKET_READY,SESSION_ROLL_PROVIDER_CONDITION_AND_DATA_INTAKE_SHAPE_GATE_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Provider definition and continuous-front symbology selected a dated contract; still not OHLCV/data-ready.
APPENDIX_C_174_004,174,US equity index futures,Russell 2000 smallcap (micro),M2K,GLOBEX,USD,5,DATABENTO_EXACT_METADATA_CANDIDATE_NOT_DATA_READY,GLBX.MDP3,M2K.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,42002073,M2KM6,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XCME,USD,RY,M2K,FUT,F,2025-03-21T13:30:00Z,2026-06-18T13:30:00Z,2026,6,255,IPNT,5,0.1,0.005,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,PASS_APPENDIX_MULTIPLIER_MATCHES_DATABENTO_CONTRACT_FIELD,PASS_ACTIVE_LISTED_AT_PROVIDER_METADATA_ASOF_FROM_DATABENTO_DEFINITION,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_CONTRACT_IDENTITY_AND_DATED_CONTRACT_SELECTED_NOT_MARKET_READY,SESSION_ROLL_PROVIDER_CONDITION_AND_DATA_INTAKE_SHAPE_GATE_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Provider definition and continuous-front symbology selected a dated contract; still not OHLCV/data-ready.
APPENDIX_C_174_005,174,US equity index futures,S&P 400 midcap (e-mini),EMD,GLOBEX,USD,100,DATABENTO_EXACT_METADATA_CANDIDATE_NOT_DATA_READY,GLBX.MDP3,EMD.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,42003186,EMDM6,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XCME,USD,ME,EMD,FUT,F,2025-03-21T13:30:00Z,2026-06-18T13:30:00Z,2026,6,255,IPNT,100,0.1,0.1,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,PASS_APPENDIX_MULTIPLIER_MATCHES_DATABENTO_CONTRACT_FIELD,PASS_ACTIVE_LISTED_AT_PROVIDER_METADATA_ASOF_FROM_DATABENTO_DEFINITION,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_CONTRACT_IDENTITY_AND_DATED_CONTRACT_SELECTED_NOT_MARKET_READY,SESSION_ROLL_PROVIDER_CONDITION_AND_DATA_INTAKE_SHAPE_GATE_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Provider definition and continuous-front symbology selected a dated contract; still not OHLCV/data-ready.
APPENDIX_C_174_006,174,US equity index futures,S&P 500 (micro),MES,GLOBEX,USD,5,DATABENTO_EXACT_METADATA_CANDIDATE_NOT_DATA_READY,GLBX.MDP3,MES.c.0,2026-05-27,2026-05-29,PASS_ONE_FRONT_INSTRUMENT_ID_FROM_CONTINUOUS_SYMBOL_SAFE_WINDOW,42005163,MESM6,PASS_DEFINITION_METADATA_PRESENT_FOR_SELECTED_INSTRUMENT_ID,XCME,USD,MS,MES,FUT,F,2025-03-21T13:30:00Z,2026-06-18T13:30:00Z,2026,6,255,IPNT,5,0.25,0.0125,2147483647,PASS_STATIC_EXCHANGE_NORMALIZATION,PASS_STATIC_CURRENCY_MATCH,PASS_APPENDIX_MULTIPLIER_MATCHES_DATABENTO_CONTRACT_FIELD,PASS_ACTIVE_LISTED_AT_PROVIDER_METADATA_ASOF_FROM_DATABENTO_DEFINITION,SELECTED_LATEST_FRONT_DATED_CONTRACT_FROM_DATABENTO_CONTINUOUS_SAFE_WINDOW,STATIC_CONTRACT_IDENTITY_AND_DATED_CONTRACT_SELECTED_NOT_MARKET_READY,SESSION_ROLL_PROVIDER_CONDITION_AND_DATA_INTAKE_SHAPE_GATE_BEFORE_OHLCV,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Provider definition and continuous-front symbology selected a dated contract; still not OHLCV/data-ready.
APPENDIX_C_175_001,175,European equity index futures,Dutch AEX,EOE,Euronext,EUR,200,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
APPENDIX_C_175_002,175,European equity index futures,French CAC 40,CAC40,MONEP,EUR,10,DATABENTO_NO_COVERAGE_CANDIDATE_FAIL_CLOSED,,,2026-05-27,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,PRESERVED_FAIL_CLOSED_NOT_IN_69_DATABENTO_STATIC_PROVIDER_CANDIDATES,SEPARATE_PROVIDER_COVERAGE_OR_ALIAS_NORMALIZATION_GATE_REQUIRED,NO_MARKET_ROW_ACCESS,NO,NOT_STRATEGY_INPUT_NOT_BACKTEST_READY,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Row preserved from post-alias provider coverage patch; not part of the 69-candidate contract identity attempt.
