provider,dataset,schema,provider_symbol,locked_raw_symbol,instrument_id,completed_trading_date,timestamp_utc,provider_condition_source,provider_condition_raw_status,provider_condition_scope,provider_condition_applies_to_ohlcv_1d,provider_condition_readiness_status,strategy_facing_readiness_status,condition_review_notes
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2025-12-15,2025-12-15T00:00:00Z,condition_record_803,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2025-12-16,2025-12-16T00:00:00Z,condition_record_804,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2025-12-18,2025-12-18T00:00:00Z,condition_record_806,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2025-12-19,2025-12-19T00:00:00Z,condition_record_807,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2025-12-23,2025-12-23T00:00:00Z,condition_record_810,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2025-12-24,2025-12-24T00:00:00Z,condition_record_811,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2025-12-31,2025-12-31T00:00:00Z,condition_record_817,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-02,2026-01-02T00:00:00Z,condition_record_819,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-05,2026-01-05T00:00:00Z,condition_record_821,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-06,2026-01-06T00:00:00Z,condition_record_822,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-07,2026-01-07T00:00:00Z,condition_record_823,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-08,2026-01-08T00:00:00Z,condition_record_824,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-09,2026-01-09T00:00:00Z,condition_record_825,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-13,2026-01-13T00:00:00Z,condition_record_828,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-14,2026-01-14T00:00:00Z,condition_record_829,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-15,2026-01-15T00:00:00Z,condition_record_830,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-16,2026-01-16T00:00:00Z,condition_record_831,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-18,2026-01-18T00:00:00Z,condition_record_832,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-19,2026-01-19T00:00:00Z,condition_record_833,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-20,2026-01-20T00:00:00Z,condition_record_834,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-21,2026-01-21T00:00:00Z,condition_record_835,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-22,2026-01-22T00:00:00Z,condition_record_836,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-23,2026-01-23T00:00:00Z,condition_record_837,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-26,2026-01-26T00:00:00Z,condition_record_839,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-27,2026-01-27T00:00:00Z,condition_record_840,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-28,2026-01-28T00:00:00Z,condition_record_841,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-29,2026-01-29T00:00:00Z,condition_record_842,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-01-30,2026-01-30T00:00:00Z,condition_record_843,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-01,2026-02-01T00:00:00Z,condition_record_844,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-02,2026-02-02T00:00:00Z,condition_record_845,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-03,2026-02-03T00:00:00Z,condition_record_846,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-04,2026-02-04T00:00:00Z,condition_record_847,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-05,2026-02-05T00:00:00Z,condition_record_848,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-06,2026-02-06T00:00:00Z,condition_record_849,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-08,2026-02-08T00:00:00Z,condition_record_850,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-09,2026-02-09T00:00:00Z,condition_record_851,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-10,2026-02-10T00:00:00Z,condition_record_852,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-11,2026-02-11T00:00:00Z,condition_record_853,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-12,2026-02-12T00:00:00Z,condition_record_854,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-13,2026-02-13T00:00:00Z,condition_record_855,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-15,2026-02-15T00:00:00Z,condition_record_856,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-16,2026-02-16T00:00:00Z,condition_record_857,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-17,2026-02-17T00:00:00Z,condition_record_858,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-18,2026-02-18T00:00:00Z,condition_record_859,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-19,2026-02-19T00:00:00Z,condition_record_860,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-20,2026-02-20T00:00:00Z,condition_record_861,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-22,2026-02-22T00:00:00Z,condition_record_862,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-23,2026-02-23T00:00:00Z,condition_record_863,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-24,2026-02-24T00:00:00Z,condition_record_864,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-25,2026-02-25T00:00:00Z,condition_record_865,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-26,2026-02-26T00:00:00Z,condition_record_866,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-02-27,2026-02-27T00:00:00Z,condition_record_867,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-03-01,2026-03-01T00:00:00Z,condition_record_868,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-03-02,2026-03-02T00:00:00Z,condition_record_869,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-03-03,2026-03-03T00:00:00Z,condition_record_870,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-03-04,2026-03-04T00:00:00Z,condition_record_871,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
DATABENTO,GLBX.MDP3,ohlcv-1d,ZTM6,ZTM6,42370722,2026-03-05,2026-03-05T00:00:00Z,condition_record_872,available,,UNRESOLVED_UNLESS_OFFICIAL_METADATA_SPECIFIES_SCHEMA_SCOPE,ROW_READY_PROVIDER_CONDITION_NORMAL,NOT_STRATEGY_READY_PROVIDER_CONDITION_GATE,NORMAL_PROVIDER_CONDITION
