lane_class,strategy_context,provider,dataset,schema,row_id,author_market_code,raw_symbol,instrument_id,provider_ts_event_start_utc,derived_completed_bar_end_utc,completed_trading_date,provider_condition_status,source_strategy_use_status,exclusion_reason,effective_strategy_window_start,effective_strategy_window_end,strategy_use_status
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T09:00:00Z,2022-01-03T10:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T10:00:00Z,2022-01-03T11:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T11:00:00Z,2022-01-03T12:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T12:00:00Z,2022-01-03T13:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T13:00:00Z,2022-01-03T14:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T14:00:00Z,2022-01-03T15:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T15:00:00Z,2022-01-03T16:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T16:00:00Z,2022-01-03T17:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T17:00:00Z,2022-01-03T18:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T18:00:00Z,2022-01-03T19:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T19:00:00Z,2022-01-03T20:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T20:00:00Z,2022-01-03T21:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNH2,768155,2022-01-03T21:00:00Z,2022-01-03T22:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNM2,146095,2022-01-03T10:00:00Z,2022-01-03T11:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNM2,146095,2022-01-03T11:00:00Z,2022-01-03T12:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNM2,146095,2022-01-03T14:00:00Z,2022-01-03T15:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNM2,146095,2022-01-03T16:00:00Z,2022-01-03T17:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNM2,146095,2022-01-03T17:00:00Z,2022-01-03T18:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNM2,146095,2022-01-03T18:00:00Z,2022-01-03T19:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
SOURCE_NATIVE_FUTURES,S27_SAFER_FAST_MEAN_REVERSION_ZN_2022_2023_DEV_RECON,DATABENTO_HISTORICAL,GLBX.MDP3,ohlcv-1h,APPENDIX_C_172_004,ZN,ZNM2,146095,2022-01-03T21:00:00Z,2022-01-03T22:00:00Z,2022-01-03,PROVIDER_CONDITION_AVAILABLE,QUARANTINE_ONLY_PROVIDER_CONDITION_AVAILABLE_NOT_BACKTEST_READY,EXCLUDED_BEFORE_EFFECTIVE_STRATEGY_WINDOW,2022-01-04,2023-12-31,EXCLUDED_FROM_STRATEGY_FACING_LAYER_NOT_SILENT_NOT_BACKTEST_AUTHORIZATION
