gate,window_label,evidence_class_before_reconciliation,entry_bar_end_utc,exit_bar_end_utc,entry_completed_trading_date,exit_completed_trading_date,entry_year,entry_raw_symbol,exit_raw_symbol,entry_continuous_close,exit_continuous_close,price_change_points,capped_forecast,unit_no_ladder_contracts,m1_ladder_contracts,unit_side,m1_ladder_side,unit_position_bucket,m1_ladder_position_bucket,unit_position_change_from_previous_pnl_row,m1_ladder_position_change_from_previous_pnl_row,unit_total_fee_sides,m1_ladder_total_fee_sides,unit_gross_pnl_usd,unit_estimated_etf_fee_usd,unit_net_after_etf_fees_usd,m1_ladder_gross_pnl_usd,m1_ladder_estimated_etf_fee_usd,m1_ladder_net_after_etf_fees_usd,net_delta_m1_ladder_minus_unit_usd,gross_delta_m1_ladder_minus_unit_usd,fee_delta_m1_ladder_minus_unit_usd,unit_cumulative_net_after_etf_fees_usd,m1_ladder_cumulative_net_after_etf_fees_usd,same_input_status,lane,s27_opposes_trend,relative_volatility_v,quantile_q,vol_multiplier_m_ewma10,s27_trend_forecast_proxy_fast_minus_slow,s26_raw_forecast,adjusted_raw_forecast,forecast_status
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-04T14:00:00Z,2022-01-04T15:00:00Z,2022-01-04,2022-01-04,2022,ZNH2,ZNH2,131.484375,131.421875,-0.0625,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,106.355,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9952651513606905,0.698870765370138,0.9712230644220157,-0.05287224976058269,0.04419746918705414,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-04T15:00:00Z,2022-01-04T16:00:00Z,2022-01-04,2022-01-04,2022,ZNH2,ZNH2,131.421875,131.453125,0.03125,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.355,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9952651513606905,0.698870765370138,0.9712230644220157,-0.05287224976058269,0.07113164612471223,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-04T16:00:00Z,2022-01-04T17:00:00Z,2022-01-04,2022-01-04,2022,ZNH2,ZNH2,131.453125,131.375,-0.078125,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,106.355,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9952651513606905,0.698870765370138,0.9712230644220157,-0.05287224976058269,0.026587764083160437,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-04T17:00:00Z,2022-01-04T18:00:00Z,2022-01-04,2022-01-04,2022,ZNH2,ZNH2,131.375,131.375,0.0,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.355,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9952651513606905,0.698870765370138,0.9712230644220157,-0.05287224976058269,0.06980850938879257,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-04T18:00:00Z,2022-01-04T19:00:00Z,2022-01-04,2022-01-04,2022,ZNH2,ZNH2,131.375,131.453125,0.078125,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.355,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9952651513606905,0.698870765370138,0.9712230644220157,-0.05287224976058269,0.04653900625919505,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-04T19:00:00Z,2022-01-04T20:00:00Z,2022-01-04,2022-01-04,2022,ZNH2,ZNH2,131.453125,131.453125,0.0,-1.240214159128283,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.355,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,NO,0.9952651513606905,0.698870765370138,0.9712230644220157,-0.05287224976058269,-0.02105732916052716,-0.02045136375583026,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-04T20:00:00Z,2022-01-04T21:00:00Z,2022-01-04,2022-01-04,2022,ZNH2,ZNH2,131.453125,131.578125,0.125,-0.8268094394188552,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.355,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,NO,0.9952651513606905,0.698870765370138,0.9712230644220157,-0.05287224976058269,-0.01403821944035144,-0.01363424250388684,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-04T21:00:00Z,2022-01-04T22:00:00Z,2022-01-04,2022-01-04,2022,ZNH2,ZNH2,131.578125,131.578125,0.0,-5.454105813158982,-1,-2,SHORT,SHORT,1,2,-1,-2,1,2,-0.0,1.51,-1.51,-0.0,3.02,-3.02,-1.51,0.0,1.51,-1.51,103.335,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,NO,0.9952651513606905,0.698870765370138,0.9712230644220157,-0.05287224976058269,-0.09269214629355815,-0.09002475037108333,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-04T22:00:00Z,2022-01-05T00:00:00Z,2022-01-04,2022-01-05,2022,ZNH2,ZNH2,131.578125,131.546875,-0.03125,-3.6360705421054313,0,-1,FLAT,SHORT,0,1,1,1,1,1,-0.0,1.51,-1.51,31.25,1.51,29.74,31.25,31.25,0.0,-3.02,133.075,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,NO,0.9952651513606905,0.698870765370138,0.9712230644220157,-0.05287224976058269,-0.06179476419569596,-0.06001650024737969,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T00:00:00Z,2022-01-05T01:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.546875,131.484375,-0.0625,-1.2524091679147835,0,0,FLAT,FLAT,0,0,0,1,0,1,-0.0,0.0,-0.0,-0.0,1.51,-1.51,-1.51,0.0,1.51,-3.02,131.565,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,NO,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,-0.020363176130445027,-0.019953323827555398,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T01:00:00Z,2022-01-05T02:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.484375,131.578125,0.09375,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.02,131.565,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,0.02809121591303665,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T02:00:00Z,2022-01-05T03:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.578125,131.578125,0.0,-2.6915294705144692,0,-1,FLAT,SHORT,0,1,0,-1,0,1,0.0,0.0,0.0,-0.0,1.51,-1.51,-1.51,-0.0,1.51,-3.02,130.055,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,NO,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,-0.043772522724623286,-0.04289150744846738,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T03:00:00Z,2022-01-05T04:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.578125,131.546875,-0.03125,-1.7943529803418146,0,-1,FLAT,SHORT,0,1,0,0,0,0,-0.0,0.0,-0.0,31.25,0.0,31.25,31.25,31.25,0.0,-3.02,161.305,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,NO,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,-0.029181681816396576,-0.028594338298959684,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T04:00:00Z,2022-01-05T05:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.546875,131.546875,0.0,0.0,0,0,FLAT,FLAT,0,0,0,1,0,1,0.0,0.0,0.0,0.0,1.51,-1.51,-1.51,0.0,1.51,-3.02,159.795,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,0.0013788787890689491,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T05:00:00Z,2022-01-05T06:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.546875,131.59375,0.046875,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.02,159.795,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,0.0009192525260459661,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T06:00:00Z,2022-01-05T07:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.59375,131.609375,0.015625,-1.8836255301101548,0,-1,FLAT,SHORT,0,1,0,-1,0,1,0.0,0.0,0.0,-15.625,1.51,-17.135,-17.135,-15.625,1.51,-3.02,142.66,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,NO,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,-0.030637164982636023,-0.03002052676560615,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T07:00:00Z,2022-01-05T08:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.609375,131.53125,-0.078125,-1.8959597933983083,0,-1,FLAT,SHORT,0,1,0,0,0,0,-0.0,0.0,-0.0,78.125,0.0,78.125,78.125,78.125,0.0,-3.02,220.785,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,NO,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,-0.030841443321747875,-0.030220693567933214,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T08:00:00Z,2022-01-05T09:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.53125,131.546875,0.015625,0.0,0,0,FLAT,FLAT,0,0,0,1,0,1,0.0,0.0,0.0,0.0,1.51,-1.51,-1.51,0.0,1.51,-3.02,219.275,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,0.0315223711188537,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T09:00:00Z,2022-01-05T10:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.546875,131.546875,0.0,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.02,219.275,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,0.01059824741258808,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T10:00:00Z,2022-01-05T11:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.546875,131.59375,0.046875,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.02,219.275,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,0.007065498275068194,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T11:00:00Z,2022-01-05T12:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.59375,131.546875,-0.046875,-1.631704365869473,0,-1,FLAT,SHORT,0,1,0,-1,0,1,-0.0,0.0,-0.0,46.875,1.51,45.365,45.365,46.875,1.51,-3.02,264.64,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,NO,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,-0.026539667816621204,-0.02600550045967804,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T12:00:00Z,2022-01-05T13:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.546875,131.53125,-0.015625,0.0,0,0,FLAT,FLAT,0,0,0,1,0,1,-0.0,0.0,-0.0,-0.0,1.51,-1.51,-1.51,0.0,1.51,-3.02,263.13,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,0.01355688812225253,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T13:00:00Z,2022-01-05T14:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.53125,131.5,-0.03125,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-3.02,263.13,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,0.019454592081501687,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
S27_ZN_LADDER_ATTRIBUTION_AND_BASELINE_RECONCILIATION,2022_2023_INITIAL_DEV_RECON,DEVELOPMENT_RECONCILIATION,2022-01-05T14:00:00Z,2022-01-05T15:00:00Z,2022-01-05,2022-01-05,2022,ZNH2,ZNH2,131.5,131.515625,0.015625,0.0,0,0,FLAT,FLAT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.02,263.13,PASS_IDENTICAL_ENTRY_EXIT_HOURLY_ROW_SET,SOURCE_NATIVE_FUTURES,YES,0.9610486653266983,0.6541353383458647,0.979872869523686,-0.14717407749816402,0.03380306138768674,0.0,PASS_S27_FORECAST_RUNTIME_DEV_RECON_ONLY
