row_id,appendix_table,source_group,descriptive_name,author_market_code,source_exchange,source_currency,source_multiplier,first_source_year,provider_name,provider_symbol,provider_exchange,provider_currency,provider_multiplier,provider_contract_family,provider_instrument_status,provider_mapping_status,provider_mapping_review_status,local_canonical_instrument_id,contract_identity_status,contract_identity_review_status,normalized_exchange,exchange_evidence_reference,normalized_currency,currency_evidence_reference,contract_family,contract_family_evidence_reference,contract_variant,variant_evidence_reference,multiplier_semantics,multiplier_value,multiplier_evidence_reference,point_value,tick_size,tick_value,tick_value_evidence_reference,active_status,active_status_evidence_reference,delivery_cycle_status,delivery_cycle_summary,delivery_cycle_evidence_reference,local_identity_block_reason,substitution_status,market_data_rows_included,provider_api_accessed,ninjatrader_export_used,production_contract_identity_lock_status,notes
APPENDIX_C_173_001,173,Other bond and interest rate futures,10-year French (OAT),OAT,DTB,EUR,1000,2012,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_173_001_OAT,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1000,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_173_002,173,Other bond and interest rate futures,2-year German (Schatz),GBS,DTB,EUR,1000,2007,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_173_002_GBS,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1000,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_173_003,173,Other bond and interest rate futures,5-year German (Bobl),GBM,DTB,EUR,1000,2008,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_173_003_GBM,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1000,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_173_004,173,Other bond and interest rate futures,10-year German (Bund),GBL,DTB,EUR,1000,2006,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_173_004_GBL,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1000,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_173_005,173,Other bond and interest rate futures,20-year German (Buxl),GBX,DTB,EUR,1000,2015,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_173_005_GBX,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1000,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_173_006,173,Other bond and interest rate futures,3-year Italian (BTP),BTS,DTB,EUR,1000,2011,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_173_006_BTS,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1000,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_173_007,173,Other bond and interest rate futures,10-year Italian (BTP),BTP,DTB,EUR,1000,2010,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_173_007_BTP,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1000,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_173_008,173,Other bond and interest rate futures,10-year Japanese (JGB),JGB,Osaka,JPY,1000000,2001,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_173_008_JGB,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1000000,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_173_009,173,Other bond and interest rate futures,3-year Korea,3KTB,Korea,KRW,1000000,2014,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_173_009_3KTB,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1000000,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_173_010,173,Other bond and interest rate futures,10-year Korea,FLKTB,Korea,KRW,1000000,2014,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_173_010_FLKTB,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1000000,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_173_011,173,Other bond and interest rate futures,10-year Spanish (Bono),FBON,DTB,EUR,1000,2016,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_173_011_FBON,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1000,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_174_001,174,US equity index futures,Dow Jones industrial (micro),MYM,ECBOT,USD,0.5,2002,NinjaTrader static MasterInstruments,MYM,CBOT,NINJATRADER_RAW_CURRENCY_CODE_7,0.5,Micro E-mini Dow Futures,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,CARVER_APPENDIX_C_174_001_MYM,CONTRACT_IDENTITY_REQUIRES_REVIEW,REQUIRES_EXTERNAL_OR_MANUAL_STATIC_CONTRACT_SPEC_REVIEW,UNRESOLVED_REQUIRES_EXCHANGE_NORMALIZATION,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_REQUIRES_CURRENCY_NORMALIZATION,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,Micro E-mini Dow Futures,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,micro|mini|e-mini,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_SOURCE_MULTIPLIER_VS_PROVIDER_POINT_VALUE,0.5,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv; docs/researchops/portfolios/CARVER_APPENDIX_C_JUMBO_UNIVERSE_LOCK_2026-05-29.csv,0.5,1.0,0.5,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,,,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NO,NO,NO,NOT_LOCKED,"Static NinjaTrader master fields exist, but exchange normalization, currency normalization, multiplier semantics, active tradability, variant, and delivery cycle are not fully locked."
APPENDIX_C_174_002,174,US equity index futures,Nasdaq (micro),MNQ,GLOBEX,USD,2,1999,NinjaTrader static MasterInstruments,MNQ,CME,NINJATRADER_RAW_CURRENCY_CODE_7,2.0,Micro E-mini Nasdaq-100 Futures,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,CARVER_APPENDIX_C_174_002_MNQ,CONTRACT_IDENTITY_REQUIRES_REVIEW,REQUIRES_EXTERNAL_OR_MANUAL_STATIC_CONTRACT_SPEC_REVIEW,UNRESOLVED_REQUIRES_EXCHANGE_NORMALIZATION,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_REQUIRES_CURRENCY_NORMALIZATION,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,Micro E-mini Nasdaq-100 Futures,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,micro|mini|e-mini,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_SOURCE_MULTIPLIER_VS_PROVIDER_POINT_VALUE,2,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv; docs/researchops/portfolios/CARVER_APPENDIX_C_JUMBO_UNIVERSE_LOCK_2026-05-29.csv,2.0,0.25,0.5,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,,,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NO,NO,NO,NOT_LOCKED,"Static NinjaTrader master fields exist, but exchange normalization, currency normalization, multiplier semantics, active tradability, variant, and delivery cycle are not fully locked."
APPENDIX_C_174_003,174,US equity index futures,Russell 1000 Value,RSV,GLOBEX,USD,50,2015,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_174_003_RSV,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,50,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_174_004,174,US equity index futures,Russell 2000 smallcap (micro),M2K,GLOBEX,USD,5,2015,NinjaTrader static MasterInstruments,M2K,CME,NINJATRADER_RAW_CURRENCY_CODE_7,5.0,Micro E-mini Russell 2000 Futures,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,CARVER_APPENDIX_C_174_004_M2K,CONTRACT_IDENTITY_REQUIRES_REVIEW,REQUIRES_EXTERNAL_OR_MANUAL_STATIC_CONTRACT_SPEC_REVIEW,UNRESOLVED_REQUIRES_EXCHANGE_NORMALIZATION,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_REQUIRES_CURRENCY_NORMALIZATION,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,Micro E-mini Russell 2000 Futures,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,micro|mini|e-mini,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_SOURCE_MULTIPLIER_VS_PROVIDER_POINT_VALUE,5,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv; docs/researchops/portfolios/CARVER_APPENDIX_C_JUMBO_UNIVERSE_LOCK_2026-05-29.csv,5.0,0.1,0.5,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,,,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NO,NO,NO,NOT_LOCKED,"Static NinjaTrader master fields exist, but exchange normalization, currency normalization, multiplier semantics, active tradability, variant, and delivery cycle are not fully locked."
APPENDIX_C_174_005,174,US equity index futures,S&P 400 midcap (e-mini),EMD,GLOBEX,USD,100,2002,NinjaTrader static MasterInstruments,EMD,CME|EM,NINJATRADER_RAW_CURRENCY_CODE_7,100.0,E-mini S&P MidCap 400 Futures,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,CARVER_APPENDIX_C_174_005_EMD,CONTRACT_IDENTITY_REQUIRES_REVIEW,REQUIRES_EXTERNAL_OR_MANUAL_STATIC_CONTRACT_SPEC_REVIEW,UNRESOLVED_REQUIRES_EXCHANGE_NORMALIZATION,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_REQUIRES_CURRENCY_NORMALIZATION,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,E-mini S&P MidCap 400 Futures,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,mini|e-mini,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_SOURCE_MULTIPLIER_VS_PROVIDER_POINT_VALUE,100,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv; docs/researchops/portfolios/CARVER_APPENDIX_C_JUMBO_UNIVERSE_LOCK_2026-05-29.csv,100.0,0.1,10,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,,,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NO,NO,NO,NOT_LOCKED,"Static NinjaTrader master fields exist, but exchange normalization, currency normalization, multiplier semantics, active tradability, variant, and delivery cycle are not fully locked."
APPENDIX_C_174_006,174,US equity index futures,S&P 500 (micro),MES,GLOBEX,USD,5,1982,NinjaTrader static MasterInstruments,MES,CME,NINJATRADER_RAW_CURRENCY_CODE_7,5.0,Micro E-mini S&P 500 Futures,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,CARVER_APPENDIX_C_174_006_MES,CONTRACT_IDENTITY_REQUIRES_REVIEW,REQUIRES_EXTERNAL_OR_MANUAL_STATIC_CONTRACT_SPEC_REVIEW,UNRESOLVED_REQUIRES_EXCHANGE_NORMALIZATION,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_REQUIRES_CURRENCY_NORMALIZATION,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,Micro E-mini S&P 500 Futures,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,micro|mini|e-mini,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_SOURCE_MULTIPLIER_VS_PROVIDER_POINT_VALUE,5,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv; docs/researchops/portfolios/CARVER_APPENDIX_C_JUMBO_UNIVERSE_LOCK_2026-05-29.csv,5.0,0.25,1.25,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,,,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NO,NO,NO,NOT_LOCKED,"Static NinjaTrader master fields exist, but exchange normalization, currency normalization, multiplier semantics, active tradability, variant, and delivery cycle are not fully locked."
APPENDIX_C_175_001,175,European equity index futures,Dutch AEX,EOE,Euronext,EUR,200,2009,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_175_001_EOE,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,200,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_175_002,175,European equity index futures,French CAC 40,CAC40,MONEP,EUR,10,2009,NinjaTrader static MasterInstruments,CAC40,,NINJATRADER_RAW_CURRENCY_CODE_3,10.0,CAC 40 Index Future,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,CARVER_APPENDIX_C_175_002_CAC40,CONTRACT_IDENTITY_REQUIRES_REVIEW,REQUIRES_EXTERNAL_OR_MANUAL_STATIC_CONTRACT_SPEC_REVIEW,UNRESOLVED_REQUIRES_EXCHANGE_NORMALIZATION,,UNRESOLVED_REQUIRES_CURRENCY_NORMALIZATION,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,CAC 40 Index Future,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,index_future,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_SOURCE_MULTIPLIER_VS_PROVIDER_POINT_VALUE,10,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv; docs/researchops/portfolios/CARVER_APPENDIX_C_JUMBO_UNIVERSE_LOCK_2026-05-29.csv,10.0,0.5,5,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,UNRESOLVED_UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,,,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,NO,NO,NO,NOT_LOCKED,"Static NinjaTrader master fields exist, but exchange normalization, currency normalization, multiplier semantics, active tradability, variant, and delivery cycle are not fully locked."
APPENDIX_C_175_003,175,European equity index futures,German DAX 30,DAX,DTB,EUR,1,2000,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_175_003_DAX,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,1,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_175_004,175,European equity index futures,Swiss SMI,SMI,SOFFEX,EUR,10,2014,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_175_004_SMI,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,10,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_175_005,175,European equity index futures,EU DJ Small cap 200,DJ200S,DTB,EUR,50,2013,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_175_005_DJ200S,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,50,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_175_006,175,European equity index futures,EU STOXX select dividend 30,DJSD,DTB,EUR,10,2009,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_175_006_DJSD,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,10,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
APPENDIX_C_175_007,175,European equity index futures,EU STOXX 600,DJ600,DTB,EUR,50,2005,,,,,,,UNAVAILABLE,BLOCKED_UNAVAILABLE,BLOCKED,CARVER_APPENDIX_C_175_007_DJ600,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,BLOCKED_FAIL_CLOSED,,,,,,,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,,,50,,,,,,,,BLOCKED_OR_UNAVAILABLE,,,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.,NO_SUBSTITUTION_ATTEMPTED,NO,NO,NO,NOT_LOCKED,No exact NinjaTrader static futures master candidate or static contract specification evidence is available for this Appendix C row.
