row_id,appendix_table,source_group,descriptive_name,author_market_code,source_exchange,source_currency,source_multiplier,first_source_year,provider_mapping_status,provider_mapping_review_status,provider_symbol,local_canonical_instrument_id,static_spec_evidence_status,static_spec_evidence_type,static_spec_evidence_reference,external_contract_spec_page_included,provider_master_name,provider_contract_family,contract_family_status,contract_variant_observed,contract_variant_status,source_exchange_value,provider_exchange_tokens,exchange_evidence_status,source_currency_value,provider_currency_raw,currency_evidence_status,source_multiplier_value,provider_point_value,multiplier_semantics_status,point_value_status,tick_size,tick_size_status,tick_value_candidate,tick_value_status,trading_hours_template,trading_hours_status,provider_server_supported_raw,active_status_evidence,delivery_cycle_status,delivery_cycle_summary,market_data_rows_included,provider_api_accessed,ninjatrader_export_used,production_contract_identity_lock_status,substitution_status,notes
APPENDIX_C_173_001,173,Other bond and interest rate futures,10-year French (OAT),OAT,DTB,EUR,1000,2012,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_173_001_OAT,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,1000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_173_002,173,Other bond and interest rate futures,2-year German (Schatz),GBS,DTB,EUR,1000,2007,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_173_002_GBS,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,1000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_173_003,173,Other bond and interest rate futures,5-year German (Bobl),GBM,DTB,EUR,1000,2008,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_173_003_GBM,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,1000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_173_004,173,Other bond and interest rate futures,10-year German (Bund),GBL,DTB,EUR,1000,2006,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_173_004_GBL,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,1000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_173_005,173,Other bond and interest rate futures,20-year German (Buxl),GBX,DTB,EUR,1000,2015,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_173_005_GBX,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,1000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_173_006,173,Other bond and interest rate futures,3-year Italian (BTP),BTS,DTB,EUR,1000,2011,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_173_006_BTS,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,1000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_173_007,173,Other bond and interest rate futures,10-year Italian (BTP),BTP,DTB,EUR,1000,2010,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_173_007_BTP,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,1000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_173_008,173,Other bond and interest rate futures,10-year Japanese (JGB),JGB,Osaka,JPY,1000000,2001,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_173_008_JGB,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,Osaka,,UNAVAILABLE,JPY,,UNAVAILABLE,1000000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_173_009,173,Other bond and interest rate futures,3-year Korea,3KTB,Korea,KRW,1000000,2014,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_173_009_3KTB,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,Korea,,UNAVAILABLE,KRW,,UNAVAILABLE,1000000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_173_010,173,Other bond and interest rate futures,10-year Korea,FLKTB,Korea,KRW,1000000,2014,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_173_010_FLKTB,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,Korea,,UNAVAILABLE,KRW,,UNAVAILABLE,1000000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_173_011,173,Other bond and interest rate futures,10-year Spanish (Bono),FBON,DTB,EUR,1000,2016,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_173_011_FBON,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,1000,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_174_001,174,US equity index futures,Dow Jones industrial (micro),MYM,ECBOT,USD,0.5,2002,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,MYM,CARVER_APPENDIX_C_174_001_MYM,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_REQUIRES_CONTRACT_SPEC_REVIEW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,MYM,Micro E-mini Dow Futures,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,micro|mini|e-mini,HEURISTIC_FROM_STATIC_TEXT_NOT_LOCKED,ECBOT,CBOT,PROVIDER_EXCHANGE_TOKENS_PRESENT_REQUIRES_NORMALIZATION,USD,NINJATRADER_RAW_CURRENCY_CODE_7,RAW_PROVIDER_CURRENCY_CODE_PRESENT_REQUIRES_NORMALIZATION,0.5,0.5,SOURCE_MULTIPLIER_AND_PROVIDER_POINT_VALUE_PRESENT_REQUIRES_SEMANTIC_RECONCILIATION,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,1.0,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.5,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,CME US Index Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,1,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Static NinjaTrader master fields are present but external/provider/exchange contract specs are still required before contract identity can be locked.
APPENDIX_C_174_002,174,US equity index futures,Nasdaq (micro),MNQ,GLOBEX,USD,2,1999,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,MNQ,CARVER_APPENDIX_C_174_002_MNQ,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_REQUIRES_CONTRACT_SPEC_REVIEW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,MNQ,Micro E-mini Nasdaq-100 Futures,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,micro|mini|e-mini,HEURISTIC_FROM_STATIC_TEXT_NOT_LOCKED,GLOBEX,CME,PROVIDER_EXCHANGE_TOKENS_PRESENT_REQUIRES_NORMALIZATION,USD,NINJATRADER_RAW_CURRENCY_CODE_7,RAW_PROVIDER_CURRENCY_CODE_PRESENT_REQUIRES_NORMALIZATION,2,2.0,SOURCE_MULTIPLIER_AND_PROVIDER_POINT_VALUE_PRESENT_REQUIRES_SEMANTIC_RECONCILIATION,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.25,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.5,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,CME US Index Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,1,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Static NinjaTrader master fields are present but external/provider/exchange contract specs are still required before contract identity can be locked.
APPENDIX_C_174_003,174,US equity index futures,Russell 1000 Value,RSV,GLOBEX,USD,50,2015,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_174_003_RSV,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,GLOBEX,,UNAVAILABLE,USD,,UNAVAILABLE,50,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_174_004,174,US equity index futures,Russell 2000 smallcap (micro),M2K,GLOBEX,USD,5,2015,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,M2K,CARVER_APPENDIX_C_174_004_M2K,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_REQUIRES_CONTRACT_SPEC_REVIEW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,M2K,Micro E-mini Russell 2000 Futures,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,micro|mini|e-mini,HEURISTIC_FROM_STATIC_TEXT_NOT_LOCKED,GLOBEX,CME,PROVIDER_EXCHANGE_TOKENS_PRESENT_REQUIRES_NORMALIZATION,USD,NINJATRADER_RAW_CURRENCY_CODE_7,RAW_PROVIDER_CURRENCY_CODE_PRESENT_REQUIRES_NORMALIZATION,5,5.0,SOURCE_MULTIPLIER_AND_PROVIDER_POINT_VALUE_PRESENT_REQUIRES_SEMANTIC_RECONCILIATION,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.1,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.5,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,CME US Index Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,1,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Static NinjaTrader master fields are present but external/provider/exchange contract specs are still required before contract identity can be locked.
APPENDIX_C_174_005,174,US equity index futures,S&P 400 midcap (e-mini),EMD,GLOBEX,USD,100,2002,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,EMD,CARVER_APPENDIX_C_174_005_EMD,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_REQUIRES_CONTRACT_SPEC_REVIEW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,EMD,E-mini S&P MidCap 400 Futures,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,mini|e-mini,HEURISTIC_FROM_STATIC_TEXT_NOT_LOCKED,GLOBEX,CME|EM,PROVIDER_EXCHANGE_TOKENS_PRESENT_REQUIRES_NORMALIZATION,USD,NINJATRADER_RAW_CURRENCY_CODE_7,RAW_PROVIDER_CURRENCY_CODE_PRESENT_REQUIRES_NORMALIZATION,100,100.0,SOURCE_MULTIPLIER_AND_PROVIDER_POINT_VALUE_PRESENT_REQUIRES_SEMANTIC_RECONCILIATION,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.1,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,10,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,CME US Index Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,1,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Static NinjaTrader master fields are present but external/provider/exchange contract specs are still required before contract identity can be locked.
APPENDIX_C_174_006,174,US equity index futures,S&P 500 (micro),MES,GLOBEX,USD,5,1982,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,MES,CARVER_APPENDIX_C_174_006_MES,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_REQUIRES_CONTRACT_SPEC_REVIEW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,MES,Micro E-mini S&P 500 Futures,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,micro|mini|e-mini,HEURISTIC_FROM_STATIC_TEXT_NOT_LOCKED,GLOBEX,CME,PROVIDER_EXCHANGE_TOKENS_PRESENT_REQUIRES_NORMALIZATION,USD,NINJATRADER_RAW_CURRENCY_CODE_7,RAW_PROVIDER_CURRENCY_CODE_PRESENT_REQUIRES_NORMALIZATION,5,5.0,SOURCE_MULTIPLIER_AND_PROVIDER_POINT_VALUE_PRESENT_REQUIRES_SEMANTIC_RECONCILIATION,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.25,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,1.25,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,CME US Index Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,1,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Static NinjaTrader master fields are present but external/provider/exchange contract specs are still required before contract identity can be locked.
APPENDIX_C_175_001,175,European equity index futures,Dutch AEX,EOE,Euronext,EUR,200,2009,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_175_001_EOE,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,Euronext,,UNAVAILABLE,EUR,,UNAVAILABLE,200,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_175_002,175,European equity index futures,French CAC 40,CAC40,MONEP,EUR,10,2009,MAPPED_SOURCE_NATIVE_REQUIRES_REVIEW,REQUIRES_CONTRACT_IDENTITY_REVIEW,CAC40,CARVER_APPENDIX_C_175_002_CAC40,STATIC_PROVIDER_MASTER_FIELDS_PRESENT_REQUIRES_CONTRACT_SPEC_REVIEW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,CAC40,CAC 40 Index Future,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,index_future,HEURISTIC_FROM_STATIC_TEXT_NOT_LOCKED,MONEP,,PROVIDER_EXCHANGE_EMPTY_REQUIRES_SPEC_EVIDENCE,EUR,NINJATRADER_RAW_CURRENCY_CODE_3,RAW_PROVIDER_CURRENCY_CODE_PRESENT_REQUIRES_NORMALIZATION,10,10.0,SOURCE_MULTIPLIER_AND_PROVIDER_POINT_VALUE_PRESENT_REQUIRES_SEMANTIC_RECONCILIATION,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,0.5,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_LOCKED,5,DERIVED_CANDIDATE_FROM_POINT_VALUE_TIMES_TICK_SIZE_NOT_LOCKED,Euronext CET Index Futures RTH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,1,SERVER_SUPPORTED_STATIC_MASTER_FLAG_PRESENT_NOT_ACTIVE_TRADABILITY_LOCK,UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,NO,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Static NinjaTrader master fields are present but external/provider/exchange contract specs are still required before contract identity can be locked.
APPENDIX_C_175_003,175,European equity index futures,German DAX 30,DAX,DTB,EUR,1,2000,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_175_003_DAX,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,DTB,,UNAVAILABLE,EUR,,UNAVAILABLE,1,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
APPENDIX_C_175_004,175,European equity index futures,Swiss SMI,SMI,SOFFEX,EUR,10,2014,BLOCKED_UNAVAILABLE,BLOCKED,,CARVER_APPENDIX_C_175_004_SMI,NO_STATIC_PROVIDER_MASTER_CONTRACT_SPEC_AVAILABLE_FOR_ROW,NINJATRADER_STATIC_MASTER_FIELDS_ONLY_NO_EXTERNAL_SPEC_PAGE,docs/researchops/provider_specs/NINJATRADER_STATIC_INSTRUMENT_MASTER_EXTRACT_2026-05-29.csv,NO,,,UNAVAILABLE,UNAVAILABLE_NO_PROVIDER_CONTRACT_FAMILY,UNAVAILABLE,SOFFEX,,UNAVAILABLE,EUR,,UNAVAILABLE,10,,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,,NO,NO,NO,NOT_LOCKED,NO_SUBSTITUTION_ATTEMPTED,No exact NinjaTrader static futures master candidate was available; row remains blocked until new static source-native spec evidence is introduced.
