row_id,appendix_table,source_group,descriptive_name,author_market_code,local_canonical_instrument_id,contract_identity_status,session_roll_readiness_status,session_calendar_status,session_calendar_reference,trading_hours_template,trading_hours_template_status,timezone_status,timezone_reference,daily_close_time_status,daily_close_time_reference,completed_bar_policy_status,completed_bar_policy_reference,holiday_calendar_status,holiday_calendar_reference,early_close_policy_status,early_close_policy_reference,roll_rule_status,roll_rule_reference,delivery_cycle_status,delivery_cycle_reference,back_adjustment_status,back_adjustment_reference,stale_bar_policy_status,missing_bar_policy_status,alignment_policy_status,market_row_access_status,provider_api_accessed,ninjatrader_export_used,production_session_roll_lock_status,substitution_status,block_reason,notes
APPENDIX_C_173_001,173,Other bond and interest rate futures,10-year French (OAT),OAT,CARVER_APPENDIX_C_173_001_OAT,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_173_002,173,Other bond and interest rate futures,2-year German (Schatz),GBS,CARVER_APPENDIX_C_173_002_GBS,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_173_003,173,Other bond and interest rate futures,5-year German (Bobl),GBM,CARVER_APPENDIX_C_173_003_GBM,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_173_004,173,Other bond and interest rate futures,10-year German (Bund),GBL,CARVER_APPENDIX_C_173_004_GBL,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_173_005,173,Other bond and interest rate futures,20-year German (Buxl),GBX,CARVER_APPENDIX_C_173_005_GBX,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_173_006,173,Other bond and interest rate futures,3-year Italian (BTP),BTS,CARVER_APPENDIX_C_173_006_BTS,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_173_007,173,Other bond and interest rate futures,10-year Italian (BTP),BTP,CARVER_APPENDIX_C_173_007_BTP,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_173_008,173,Other bond and interest rate futures,10-year Japanese (JGB),JGB,CARVER_APPENDIX_C_173_008_JGB,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_173_009,173,Other bond and interest rate futures,3-year Korea,3KTB,CARVER_APPENDIX_C_173_009_3KTB,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_173_010,173,Other bond and interest rate futures,10-year Korea,FLKTB,CARVER_APPENDIX_C_173_010_FLKTB,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_173_011,173,Other bond and interest rate futures,10-year Spanish (Bono),FBON,CARVER_APPENDIX_C_173_011_FBON,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_174_001,174,US equity index futures,Dow Jones industrial (micro),MYM,CARVER_APPENDIX_C_174_001_MYM,CONTRACT_IDENTITY_REQUIRES_REVIEW,SESSION_ROLL_BLOCKED_NO_COMPLETED_BAR_POLICY,UNRESOLVED_PROVIDER_TRADING_HOURS_TEMPLATE_PRESENT_NOT_SESSION_CALENDAR_LOCK,docs/researchops/contract_specs/CARVER_APPENDIX_C_STATIC_CONTRACT_SPEC_EVIDENCE_INTAKE_2026-05-29.csv,CME US Index Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,UNRESOLVED_NO_STATIC_TIMEZONE_POLICY,,UNRESOLVED_NO_STATIC_DAILY_CLOSE_TIME_POLICY,,BLOCKED_NO_STATIC_COMPLETED_BAR_POLICY,,UNRESOLVED_NO_STATIC_HOLIDAY_CALENDAR,,UNRESOLVED_NO_STATIC_EARLY_CLOSE_POLICY,,BLOCKED_NO_STATIC_ROLL_RULE_EVIDENCE,,UNRESOLVED_UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,BLOCKED_NO_STATIC_BACK_ADJUSTMENT_POLICY,,BLOCKED_STALE_BAR_POLICY_UNRESOLVED,BLOCKED_MISSING_BAR_POLICY_UNRESOLVED,BLOCKED_ALIGNMENT_POLICY_UNRESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,"No audited static completed-bar timestamp policy; no audited static roll rule; no audited static back-adjustment policy; contract identity is still review-required, not source-native locked.","Provider trading-hours template is preserved when present, but it is not a session calendar, daily close, timezone, holiday, early-close, completed-bar, roll, or back-adjustment lock."
APPENDIX_C_174_002,174,US equity index futures,Nasdaq (micro),MNQ,CARVER_APPENDIX_C_174_002_MNQ,CONTRACT_IDENTITY_REQUIRES_REVIEW,SESSION_ROLL_BLOCKED_NO_COMPLETED_BAR_POLICY,UNRESOLVED_PROVIDER_TRADING_HOURS_TEMPLATE_PRESENT_NOT_SESSION_CALENDAR_LOCK,docs/researchops/contract_specs/CARVER_APPENDIX_C_STATIC_CONTRACT_SPEC_EVIDENCE_INTAKE_2026-05-29.csv,CME US Index Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,UNRESOLVED_NO_STATIC_TIMEZONE_POLICY,,UNRESOLVED_NO_STATIC_DAILY_CLOSE_TIME_POLICY,,BLOCKED_NO_STATIC_COMPLETED_BAR_POLICY,,UNRESOLVED_NO_STATIC_HOLIDAY_CALENDAR,,UNRESOLVED_NO_STATIC_EARLY_CLOSE_POLICY,,BLOCKED_NO_STATIC_ROLL_RULE_EVIDENCE,,UNRESOLVED_UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,BLOCKED_NO_STATIC_BACK_ADJUSTMENT_POLICY,,BLOCKED_STALE_BAR_POLICY_UNRESOLVED,BLOCKED_MISSING_BAR_POLICY_UNRESOLVED,BLOCKED_ALIGNMENT_POLICY_UNRESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,"No audited static completed-bar timestamp policy; no audited static roll rule; no audited static back-adjustment policy; contract identity is still review-required, not source-native locked.","Provider trading-hours template is preserved when present, but it is not a session calendar, daily close, timezone, holiday, early-close, completed-bar, roll, or back-adjustment lock."
APPENDIX_C_174_003,174,US equity index futures,Russell 1000 Value,RSV,CARVER_APPENDIX_C_174_003_RSV,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
APPENDIX_C_174_004,174,US equity index futures,Russell 2000 smallcap (micro),M2K,CARVER_APPENDIX_C_174_004_M2K,CONTRACT_IDENTITY_REQUIRES_REVIEW,SESSION_ROLL_BLOCKED_NO_COMPLETED_BAR_POLICY,UNRESOLVED_PROVIDER_TRADING_HOURS_TEMPLATE_PRESENT_NOT_SESSION_CALENDAR_LOCK,docs/researchops/contract_specs/CARVER_APPENDIX_C_STATIC_CONTRACT_SPEC_EVIDENCE_INTAKE_2026-05-29.csv,CME US Index Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,UNRESOLVED_NO_STATIC_TIMEZONE_POLICY,,UNRESOLVED_NO_STATIC_DAILY_CLOSE_TIME_POLICY,,BLOCKED_NO_STATIC_COMPLETED_BAR_POLICY,,UNRESOLVED_NO_STATIC_HOLIDAY_CALENDAR,,UNRESOLVED_NO_STATIC_EARLY_CLOSE_POLICY,,BLOCKED_NO_STATIC_ROLL_RULE_EVIDENCE,,UNRESOLVED_UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,BLOCKED_NO_STATIC_BACK_ADJUSTMENT_POLICY,,BLOCKED_STALE_BAR_POLICY_UNRESOLVED,BLOCKED_MISSING_BAR_POLICY_UNRESOLVED,BLOCKED_ALIGNMENT_POLICY_UNRESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,"No audited static completed-bar timestamp policy; no audited static roll rule; no audited static back-adjustment policy; contract identity is still review-required, not source-native locked.","Provider trading-hours template is preserved when present, but it is not a session calendar, daily close, timezone, holiday, early-close, completed-bar, roll, or back-adjustment lock."
APPENDIX_C_174_005,174,US equity index futures,S&P 400 midcap (e-mini),EMD,CARVER_APPENDIX_C_174_005_EMD,CONTRACT_IDENTITY_REQUIRES_REVIEW,SESSION_ROLL_BLOCKED_NO_COMPLETED_BAR_POLICY,UNRESOLVED_PROVIDER_TRADING_HOURS_TEMPLATE_PRESENT_NOT_SESSION_CALENDAR_LOCK,docs/researchops/contract_specs/CARVER_APPENDIX_C_STATIC_CONTRACT_SPEC_EVIDENCE_INTAKE_2026-05-29.csv,CME US Index Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,UNRESOLVED_NO_STATIC_TIMEZONE_POLICY,,UNRESOLVED_NO_STATIC_DAILY_CLOSE_TIME_POLICY,,BLOCKED_NO_STATIC_COMPLETED_BAR_POLICY,,UNRESOLVED_NO_STATIC_HOLIDAY_CALENDAR,,UNRESOLVED_NO_STATIC_EARLY_CLOSE_POLICY,,BLOCKED_NO_STATIC_ROLL_RULE_EVIDENCE,,UNRESOLVED_UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,BLOCKED_NO_STATIC_BACK_ADJUSTMENT_POLICY,,BLOCKED_STALE_BAR_POLICY_UNRESOLVED,BLOCKED_MISSING_BAR_POLICY_UNRESOLVED,BLOCKED_ALIGNMENT_POLICY_UNRESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,"No audited static completed-bar timestamp policy; no audited static roll rule; no audited static back-adjustment policy; contract identity is still review-required, not source-native locked.","Provider trading-hours template is preserved when present, but it is not a session calendar, daily close, timezone, holiday, early-close, completed-bar, roll, or back-adjustment lock."
APPENDIX_C_174_006,174,US equity index futures,S&P 500 (micro),MES,CARVER_APPENDIX_C_174_006_MES,CONTRACT_IDENTITY_REQUIRES_REVIEW,SESSION_ROLL_BLOCKED_NO_COMPLETED_BAR_POLICY,UNRESOLVED_PROVIDER_TRADING_HOURS_TEMPLATE_PRESENT_NOT_SESSION_CALENDAR_LOCK,docs/researchops/contract_specs/CARVER_APPENDIX_C_STATIC_CONTRACT_SPEC_EVIDENCE_INTAKE_2026-05-29.csv,CME US Index Futures ETH,PROVIDER_STATIC_MASTER_FIELD_PRESENT_NOT_SESSION_READINESS,UNRESOLVED_NO_STATIC_TIMEZONE_POLICY,,UNRESOLVED_NO_STATIC_DAILY_CLOSE_TIME_POLICY,,BLOCKED_NO_STATIC_COMPLETED_BAR_POLICY,,UNRESOLVED_NO_STATIC_HOLIDAY_CALENDAR,,UNRESOLVED_NO_STATIC_EARLY_CLOSE_POLICY,,BLOCKED_NO_STATIC_ROLL_RULE_EVIDENCE,,UNRESOLVED_UNAVAILABLE_IN_STATIC_PROVIDER_MASTER_EXTRACT,,BLOCKED_NO_STATIC_BACK_ADJUSTMENT_POLICY,,BLOCKED_STALE_BAR_POLICY_UNRESOLVED,BLOCKED_MISSING_BAR_POLICY_UNRESOLVED,BLOCKED_ALIGNMENT_POLICY_UNRESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,"No audited static completed-bar timestamp policy; no audited static roll rule; no audited static back-adjustment policy; contract identity is still review-required, not source-native locked.","Provider trading-hours template is preserved when present, but it is not a session calendar, daily close, timezone, holiday, early-close, completed-bar, roll, or back-adjustment lock."
APPENDIX_C_175_001,175,European equity index futures,Dutch AEX,EOE,CARVER_APPENDIX_C_175_001_EOE,CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE,SESSION_ROLL_BLOCKED_CONTRACT_IDENTITY,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,,UNAVAILABLE,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_OR_UNAVAILABLE,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,BLOCKED_CONTRACT_IDENTITY_NOT_RESOLVED,NO_MARKET_ROW_ACCESS,NO,NO,NOT_LOCKED,FAIL_CLOSED_NO_DROP_NO_SUBSTITUTE_NO_REWEIGHT,Contract identity is CONTRACT_IDENTITY_BLOCKED_UNAVAILABLE; session/roll/completed-bar readiness cannot proceed.,"Fail-closed because provider mapping or contract identity remains blocked. No row may be dropped, substituted, or reweighted."
